X,Y,Z,Alteration,Cu,Au,Mo,As,Bn,Cp,Cc,Cv,En,Py,Pyr,Mol,Ga,Sph,TS
651374.41,4765324.24,501.07,1,1.17,0.02,150,50,0,60,0,0,0,40,0,0,0,0,40000
651325.94,4765935.58,633.85,1,0.36,0.03,165,290,0,35,0,0,0,65,0,0,0,0,40000
651302.38,4766540.37,379.79,1,-99,-99,-99,-99,0,10,0,0,0,90,0,0,0,0,15000
651403.8,4765475.59,626.68,1,1.96,0.04,32,50,0,50,0,0,0,50,0,0,0,0,40000
651347.02,4765726.58,767.38,1,3.15,0.11,17,100,0,40,0,0,0,60,0,0,0,0,50000
651270.03,4765429.98,816.19,1,3.71,0.06,78,2850,50,0,20,0,10,20,0,0,0,0,70000
651412.12,4766059.35,690.5,1,0.28,0.07,53,360,0,0,10,0,10,80,0,0,0,0,30000
651069.04,4764711.36,1066.19,1,0.13,0.04,21.9,116,0,0,0,0,0,100,0,0,0,0,3000
651168.01,4764778.3,1072.2,1,0.04,0.02,6.97,61.15,0,30,0,0,0,70,0,0,0,0,60000
651325.94,4765954.58,600.94,1,0.65,0.07,145,50,0,35,0,0,0,65,0,0,0,0,30000
650976.62,4765419.7,802.71,1,-99,-99,-99,-99,0,7,0,0,0,93,0,0,0,0,45000
651259.78,4765336.88,824.28,1,1.04,0.02,75,1310,0,50,20,0,0,30,0,0,0,0,20000
651362.97,4766642.37,265.56,1,-99,-99,-99,-99,0,30,0,0,0,70,0,0,0,0,20000
651417.91,4765536.43,798.84,1,0.65,0.02,28,780,20,10,0,0,10,60,0,0,0,0,40000
651325.94,4765912.58,673.69,1,0.32,0.17,150,610,0,30,0,0,0,70,0,0,0,0,40000
651883.97,4766142.87,423.4,1,1.26,0.02,73,50,0,50,0,0,0,50,0,0,0,0,40000
651450.36,4765806.77,766.21,1,0.83,0.01,110,270,30,0,10,0,0,60,0,0,0,0,40000
651288.31,4765442.03,605.45,1,0.97,0.01,220,50,0,0,0,0,0,0,0,0,0,0,0
651457.66,4766129.4,569,1,0.96,0.11,18,50,0,70,0,0,0,30,0,0,0,0,60000
651325.94,4765907.58,682.35,1,0.25,0.05,45,550,0,30,0,0,0,70,0,0,0,0,40000
650896.17,4766052.92,979.53,1,0.07,0.03,14,50,0,30,0,0,0,70,0,0,0,0,40000
650577.79,4765471.22,476.12,1,0.15,0.03,9.27,15.4,0,10,0,0,0,90,0,0,0,0,30000
651498.02,4765638.39,713.32,1,1.81,0.04,42,460,40,20,0,0,0,40,0,0,0,0,50000
650851.76,4765265.87,931.55,1,-99,-99,-99,-99,0,15,0,0,0,85,0,0,0,0,35000
651521.88,4766116.04,687.27,1,1.4,0.03,10,50,0,60,0,0,0,40,0,0,0,0,50000
651152.85,4765440.05,668.43,1,0.66,0.04,88,260,0,0,0,0,0,100,0,0,0,0,50000
651199.24,4765590.67,1042.95,1,0.45,0.01,10,50,0,20,0,0,0,80,0,0,0,0,20000
651421.11,4766170.75,576.98,1,1.41,0.08,62,50,10,60,0,0,0,30,0,0,0,0,40000
651401.19,4765467.45,703.91,1,3.59,0.08,83,620,50,0,0,0,10,40,0,0,0,0,70000
650599.2,4765471.65,392.83,1,0.15,0.03,65.1,226,0,20,0,0,0,80,0,0,0,0,60000
651396.92,4765344.61,712.98,1,0.48,0.04,160,1440,0,0,0,0,30,70,0,0,0,0,40000
651398.1,4766761.9,177.82,1,0.57,0.06,135,50,0,70,0,0,0,30,0,0,0,0,20000
651456.29,4765661.49,817.57,1,0.56,0.01,5,250,0,0,0,20,0,80,0,0,0,0,40000
650759.36,4764826.56,1075.3,1,0.23,0.03,11.86,409.95,0,0,20,0,0,80,0,0,0,0,40000
651220.07,4765573.85,869.75,1,2.15,0.12,83,1680,30,20,0,0,10,40,0,0,0,0,50000
650919.02,4766037.72,910.81,1,0.09,0.03,92,50,0,20,10,0,0,70,0,0,0,0,60000
651382.7,4765487.93,667.99,1,1.94,0.05,28,620,20,0,20,0,0,60,0,0,0,0,60000
651436.59,4765968.02,534.98,1,0.7,0.06,210,930,10,20,0,0,10,60,0,0,0,0,40000
651496.08,4765891.75,778.46,1,1.68,0.03,46,340,0,0,20,20,0,60,0,0,0,0,40000
651590.71,4765700.75,616.54,1,0.34,0.03,15,450,0,20,0,0,10,70,0,0,0,0,30000
651242.81,4765380.86,714.69,1,1.37,0.01,165,50,0,30,0,0,0,70,0,0,0,0,20000
650875.74,4765243.69,995.72,1,-99,-99,-99,-99,0,20,0,0,0,80,0,0,0,0,40000
650867.24,4766100.58,954.36,1,0.03,0.02,12,100,0,10,0,0,0,90,0,0,0,0,20000
650151.12,4764900.3,1126.88,1,0.11,0.01,6.15,22.92,0,0,0,0,0,100,0,0,0,0,10000
651306.07,4765514.52,913.38,1,1.53,0.02,51,310,20,30,0,0,0,50,0,0,0,0,60000
650777.33,4764959.62,1035.89,1,0.26,0.02,55.48,19.26,0,0,2,0,0,98,0,0,0,0,100000
650601.21,4765471.66,385.08,1,0.31,0.02,83,596,0,17,0,0,0,83,0,0,0,0,70000
650891.45,4765229.51,1038.8,1,-99,-99,-99,-99,0,20,0,0,0,80,0,0,0,0,35000
651275.54,4765440.21,837.19,1,1.74,0,52,1110,0,0,0,0,20,80,0,0,0,0,30000
651499.19,4765617.51,541.17,1,0.89,0.03,18,50,0,70,0,0,0,30,0,0,0,0,30000
651235.23,4765449.56,924.44,1,0.47,0.03,5,140,10,30,0,0,0,60,0,0,0,0,30000
651046.31,4765351.22,1047.93,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,50000
651435.38,4765428.51,820.94,1,0.51,0,175,100,0,40,0,0,0,60,0,0,0,0,30000
651431.41,4765432.58,808.14,1,0.36,0.01,89,590,0,10,0,0,20,70,0,0,0,0,30000
651885.42,4766141.54,426.88,1,0.52,0.03,51,950,0,10,0,0,20,70,0,0,0,0,30000
650753.52,4765965.95,1024.54,1,0.27,0,5,110,0,30,0,0,0,70,0,0,0,0,20000
651084.67,4765198.8,836.89,1,0.27,0.02,31,870,0,20,0,0,10,70,0,0,0,0,50000
651387.1,4765485.36,659.38,1,0.89,0.03,20,460,10,0,30,0,0,60,0,0,0,0,60000
651499.65,4765636.97,718.91,1,4.8,0.05,25,50,40,0,10,0,0,50,0,0,0,0,50000
651331.04,4765527.67,938.07,1,1.12,0.02,42,480,0,0,0,0,0,100,0,0,0,0,20000
651325.94,4765993.58,533.39,1,0.75,0.13,175,150,0,70,0,0,0,30,0,0,0,0,30000
651455.33,4765804.86,772.18,1,0.62,0.02,54,500,0,0,25,0,0,75,0,0,0,0,45000
650436.23,4765383.27,933.91,1,-99,-99,-99,-99,0,5,0,0,0,95,0,0,0,0,20000
651321.28,4765522.99,788.81,1,1.33,0,29,110,30,10,0,0,0,60,0,0,0,0,40000
651530.31,4766110.59,659,1,1.3,0.05,5,50,0,100,0,0,0,0,0,0,0,0,60000
651402.25,4765466.13,707.54,1,1.97,0.06,56,450,50,0,0,0,0,50,0,0,0,0,60000
651291.5,4765652.71,927.66,1,1.2,0,27,700,0,50,0,0,0,50,0,0,0,0,40000
651825.84,4766213.4,457.41,2,1.33,0.02,58,50,40,60,0,0,0,0,0,0,0,0,30000
651285.35,4765543.13,859.71,2,1.57,0.01,15,50,0,70,0,0,0,30,0,0,0,0,50000
651453.28,4766057.54,809.66,2,0.79,0,5,50,0,50,0,0,0,50,0,0,0,0,40000
651294.89,4765524.7,872.06,2,0.59,0.03,15,50,0,40,0,0,0,60,0,0,0,0,60000
651464.22,4765421.74,664.86,2,0.57,0,18,50,0,100,0,0,0,0,0,0,0,0,40000
651315.71,4765796.55,645.05,2,0.99,0.03,90,50,40,60,0,0,0,0,0,0,0,0,20000
651195.83,4766294.81,574.89,2,0.15,0.02,15,50,0,0,0,0,0,100,0,0,0,0,25000
651171.53,4765495.17,695.51,2,0.41,0.04,175,50,0,40,0,0,0,60,0,0,0,0,30000
651305.24,4765757.07,652.49,2,1.09,0.02,81,50,100,0,0,0,0,0,0,0,0,0,20000
650634.22,4764999.95,1086.22,2,0.11,0.03,27.1,16.3,0,0,10,0,0,90,0,0,0,0,30000
651300.05,4765760.91,637.85,2,1.07,0.05,195,120,100,0,0,0,0,0,0,0,0,0,10000
651169.47,4765496.81,687.96,2,0.53,0.03,160,150,0,50,0,0,0,50,0,0,0,0,30000
651378.46,4765366.37,377.71,2,0.92,0.02,62,750,0,20,0,0,0,80,0,0,0,0,70000
651365.33,4765625.77,633.38,2,2.19,0.03,83,50,10,90,0,0,0,0,0,0,0,0,50000
651434.54,4766076.15,777,2,1.03,0.04,10,50,0,60,0,0,0,40,0,0,0,0,30000
651430.56,4765814.93,742.43,2,2.45,0.18,82,50,40,60,0,0,0,0,0,0,0,0,45000
651167.92,4765498.11,682.31,2,0.7,0.02,105,50,0,40,0,0,0,60,0,0,0,0,30000
651193.6,4765303.45,550.61,2,0.31,0.03,85,100,0,60,0,0,0,40,0,0,0,0,10000
651325.94,4765830.58,815.71,2,1.43,0.08,30,50,0,60,0,0,0,40,0,0,0,0,40000
651247.81,4765572.74,687.97,2,1.27,0.05,465,50,0,60,0,0,0,40,0,0,0,0,50000
651464.08,4765783.05,671.96,2,2.59,0.03,33,170,0,50,0,0,0,50,0,0,0,0,50000
650537.07,4765000.27,1133.11,2,0.2,0.19,-99,-99,0,5,0,0,0,95,0,0,0,0,25000
651378.05,4765366.56,379.65,2,0.76,0.02,85,710,0,20,0,0,0,80,0,0,0,0,70000
651135.73,4765621.48,901.23,2,1.05,0.04,92,50,0,90,0,0,0,10,0,0,0,0,30000
651344.23,4765364.95,658.74,2,1.12,0.01,29,50,0,45,0,0,0,55,0,0,0,0,45000
651304.73,4765458.55,465.98,2,0.68,0.04,62,50,0,100,0,0,0,0,0,0,0,0,30000
651453.5,4765820.61,627.15,2,2.31,0.09,18,240,20,40,0,0,0,40,0,0,0,0,40000
651312.38,4765760.58,784.64,2,1.31,0.02,135,50,0,60,0,0,0,40,0,0,0,0,45000
651380.7,4765361.55,664.34,2,1.25,0.03,16,50,0,40,0,0,0,60,0,0,0,0,60000
651318.74,4765650.57,900.06,2,1.85,0.01,37,50,0,65,0,0,0,35,0,0,0,0,30000
651456.2,4765887.71,673.42,2,2.95,0.28,15,50,20,40,0,0,0,40,0,0,0,0,60000
651452.12,4765813.99,634.52,2,2.12,0.07,28,50,0,70,0,0,0,30,0,0,0,0,40000
651368.29,4765512.46,593.18,2,0.93,0.03,26,50,0,30,0,0,0,70,0,0,0,0,60000
650525.53,4765000.99,985.56,2,0.26,0.06,9.75,6.4,2,28,0,0,0,70,0,0,0,0,45000
651362.84,4765721.63,609.91,2,2.52,0.15,15,50,60,20,0,0,0,20,0,0,0,0,20000
651346.79,4765649.2,533.77,2,0.65,0.02,70,200,40,60,0,0,0,0,0,0,0,0,30000
651315.67,4765692.14,822.56,2,0.7,0.05,15,340,0,40,0,0,0,60,0,0,0,0,30000
651435.33,4765694.51,775.98,2,1.43,0.03,54,120,10,50,0,0,0,40,0,0,0,0,50000
650630.08,4764999.96,1024.36,2,0.14,0.04,12.2,207,5,25,0,0,0,70,0,0,0,0,55000
651320.77,4765626.06,945.88,2,1.15,0.03,34,50,0,70,0,0,0,30,0,0,0,0,30000
651453.7,4765875.32,686.23,2,2.63,0.23,5,50,20,60,0,0,0,20,0,0,0,0,45000
651525.37,4765855.29,584.35,2,2.35,0.12,12,50,0,70,0,0,0,30,0,0,0,0,50000
651294.53,4765613.63,530.13,2,1.08,0.03,275,50,20,20,0,0,0,60,0,0,0,0,30000
651270.4,4765549.05,778.22,2,1.35,0.03,45,50,0,80,0,0,0,20,0,0,0,0,30000
651205.25,4765320.52,587.17,2,0.39,0.03,17,50,0,40,0,0,0,60,0,0,0,0,30000
651319.24,4765386.33,678.55,2,0.57,0.04,115,50,0,40,0,0,0,60,0,0,0,0,50000
651564.41,4765734.21,417.04,2,1.74,0.28,22,280,70,20,0,0,0,10,0,0,0,0,20000
651341.39,4765404.69,561.86,2,0.8,0.01,180,210,0,100,0,0,0,0,0,0,0,0,30000
651551.87,4765970.81,796.43,2,1.42,0.04,14,50,0,100,0,0,0,0,0,0,0,0,30000
651625.33,4766048.17,530.58,2,1.08,0.06,73,50,50,50,0,0,0,0,0,0,0,0,10000
650312.17,4765154.6,833.9,2,0.05,0.01,10.6,13.4,0,20,0,0,0,78,0,2,0,0,40000
651551.07,4765493.9,618.11,2,0.96,0.02,44,130,0,50,0,0,0,50,0,0,0,0,40000
651314.63,4765764.29,697.98,2,1.71,0.19,39,50,0,100,0,0,0,0,0,0,0,0,30000
650629.41,4764999.97,1014.38,2,0.12,0.04,6.18,453,3,17,0,0,0,80,0,0,0,0,60000
651749.24,4766537.87,325.6,2,1.13,0.12,15,320,10,60,0,0,0,30,0,0,0,0,40000
651213.95,4765374.44,722.24,2,0.76,0.02,655,50,0,60,0,0,0,40,0,0,0,0,30000
650918.86,4765469.83,930.51,2,1,0.05,301,-99,0,80,0,0,0,20,0,0,0,0,40000
650310.64,4765155,809.95,2,0.17,0.04,-99,-99,0,10,0,0,0,90,0,0,0,0,50000
651299.96,4765652.24,790.47,2,1.6,0.06,19,280,0,40,0,0,0,60,0,0,0,0,70000
651371.43,4765369.66,410.81,2,0.57,0.01,72,50,0,25,0,0,0,75,0,0,0,0,80000
651267.31,4765546.36,689.57,2,0.69,0.02,5,50,0,0,50,0,50,0,0,0,0,0,10000
651375.98,4765367.53,389.39,2,0.8,0.05,165,50,0,40,0,0,0,60,0,0,0,0,60000
651325.94,4765862.58,760.29,2,1.98,0.17,47,50,0,70,0,0,0,30,0,0,0,0,40000
651419.12,4765610.89,685.05,2,2.23,0.05,94,50,10,90,0,0,0,0,0,0,0,0,40000
651325.94,4765837.58,803.59,2,0.95,0.05,15,50,0,50,0,0,0,50,0,0,0,0,40000
651231.23,4766406.4,581,2,0.73,0.03,5.02,467,0,30,0,0,0,70,0,0,0,0,35000
650312.68,4765154.46,841.88,2,0.09,0.01,7.48,10.3,0,20,0,0,0,77,0,3,0,0,45000
651419.28,4765615.27,678.36,2,1.46,0.01,17,50,0,90,0,0,0,10,0,0,0,0,50000
651293.58,4765765.67,619.53,2,1.07,0.07,95,50,30,60,0,0,0,10,0,0,0,0,20000
651173.07,4765493.94,701.18,2,0.66,0.03,335,120,0,70,0,0,0,30,0,0,0,0,30000
650243.68,4765247.77,891.81,2,0.29,0.11,21.5,6.8,0,0,0,0,0,100,0,0,0,0,150000
651325.94,4765894.58,704.86,2,0.61,0.02,53,50,0,40,0,0,0,60,0,0,0,0,40000
651435.15,4765680.32,725.84,2,1.77,0,11,50,0,55,0,0,0,45,0,0,0,0,60000
651453.55,4765793.21,630.46,2,1.37,0.06,29,50,20,40,0,0,0,40,0,0,0,0,30000
651238.86,4765353.89,777.49,2,1.41,0.01,65,50,0,80,0,0,0,20,0,0,0,0,40000
651488.27,4765393.27,728.78,2,0.38,0,200,530,0,20,0,0,0,80,0,0,0,0,40000
651237.16,4765583.92,644.64,2,1.19,0.07,130,250,10,40,0,0,0,50,0,0,0,0,40000
651340.16,4765739.84,690.84,2,1.84,0.12,24,50,60,20,0,0,0,20,0,0,0,0,40000
651510.98,4766003.2,664.36,2,1.06,0.03,75,50,80,10,10,0,0,0,0,0,0,0,25000
651339.93,4765493.38,488.78,2,1.09,0.06,70,450,20,20,0,0,0,60,0,0,0,0,40000
651409.69,4766102.15,731.5,2,0.87,0.05,35,50,0,80,0,0,0,20,0,0,0,0,30000
651187.95,4765295.36,533.21,2,0.29,0.04,94,110,0,30,0,0,0,70,0,0,0,0,50000
651741.31,4766625.17,256.99,2,5.51,0.11,10,200,40,50,0,0,0,10,0,0,0,0,50000
651485.72,4765396.19,721.78,2,0.45,0,78,50,0,50,0,0,0,50,0,0,0,0,40000
651382.58,4765605.44,721.43,2,5.77,0.11,33,50,20,70,0,10,0,0,0,0,0,0,50000
651435.96,4765702.03,766.65,2,1.47,0.01,23,50,0,80,0,0,0,20,0,0,0,0,50000
651343.03,4765654.24,512.69,2,0.65,0.02,160,50,10,90,0,0,0,0,0,0,0,0,30000
651228.95,4765570.94,791.88,2,2.1,0.04,115,50,60,30,0,0,0,10,0,0,0,0,30000
651319.08,4765834.52,586.35,2,1.52,0.19,130,87,0,60,0,0,0,40,0,0,0,0,50000
651141.82,4765674.59,831.34,2,0.99,0.01,33,75,0,90,0,0,0,10,0,0,0,0,30000
650428.97,4765004.15,1088.05,2,0.62,0.04,19.15,749,0,0,0,0,0,100,0,0,0,0,20000
651297.06,4765589.52,573.86,2,1.38,0.07,100,160,20,10,0,0,0,70,0,0,0,0,40000
651281.1,4765538.28,819.52,2,1.05,0.02,62,50,10,20,0,0,0,70,0,0,0,0,60000
651741,4766192.72,313.15,2,0.8,0.25,58,300,0,40,0,0,0,60,0,0,0,0,30000
650628.87,4764999.97,1006.4,2,0.27,0.06,10.4,675,3,17,0,0,0,80,0,0,0,0,60000
651742.48,4766191.65,309.6,2,0.72,0.15,18,120,0,30,0,0,0,70,0,0,0,0,30000
651315.3,4765697.88,812.03,2,1.84,0.15,5,140,0,50,0,0,0,50,0,0,0,0,40000
651140.33,4765662.3,847.05,2,0.63,0.01,43,25,0,80,0,0,0,20,0,0,0,0,30000
651325.94,4765848.58,784.54,2,0.79,0.03,41,50,0,50,0,0,0,50,0,0,0,0,40000
651380.52,4765964.19,719.82,2,0.74,0.02,23,50,0,70,0,0,0,30,0,0,0,0,50000
651316.73,4765810.51,623.14,2,0.72,0.04,81,68,50,50,0,0,0,0,0,0,0,0,15000
651561.63,4766436.31,425.28,2,1.05,0.02,5,50,20,60,0,10,0,10,0,0,0,0,30000
651426.86,4765816.51,737.97,2,4.1,0.3,50,50,0,80,0,0,0,20,0,0,0,0,45000
651216.15,4765269.32,634.85,2,1.55,0.04,80,210,30,0,0,0,0,70,0,0,0,0,60000
651581.03,4765932.93,601.12,2,1.22,0.02,64,50,10,30,0,0,0,60,0,0,0,0,40000
651274.5,4765670.16,849.37,2,1.47,0.03,34,50,0,70,0,0,0,30,0,0,0,0,80000
651404.66,4766107.59,722.06,2,0.75,0.02,20,50,0,70,0,0,0,30,0,0,0,0,30000
651385.9,4766095.14,768.8,2,0.88,0.06,5,50,0,60,0,0,0,40,0,0,0,0,40000
651317.56,4765388.09,684.03,2,0.85,0.02,44,50,0,40,0,0,0,60,0,0,0,0,50000
651317.62,4765662.86,877.18,2,2.02,0.04,20,50,0,45,0,0,0,55,0,0,0,0,50000
651304.99,4765648.14,805.09,2,1.41,0.04,10,50,0,40,0,0,0,60,0,0,0,0,60000
651482.62,4765932.26,510.73,2,0.99,0.05,63,50,30,0,0,0,0,70,0,0,0,0,10000
651631.13,4766042.72,548.93,2,1.36,0.07,28,50,80,20,0,0,0,0,0,0,0,0,10000
651342.47,4765491.32,481.48,2,1,0.05,79,510,10,10,10,0,0,70,0,0,0,0,40000
651325.94,4765755.58,945.62,2,1.39,0.01,19,50,0,40,0,0,0,60,0,0,0,0,60000
651271.37,4765548.07,781.97,2,1.4,0.04,30,50,0,90,0,0,0,10,0,0,0,0,40000
651272.49,4765672.48,839.85,2,1.33,0.01,5,50,0,90,0,0,0,10,0,0,0,0,50000
651133.66,4765601.68,928.79,2,0.73,0,70,50,0,60,0,0,0,40,0,0,0,0,20000
651256.63,4765691.43,763.76,2,1.76,0.05,180,50,100,0,0,0,0,0,0,0,0,0,40000
651511.56,4766002.73,666.22,2,1.35,0.03,63,50,80,10,10,0,0,0,0,0,0,0,30000
651496.61,4766104.23,720.04,2,1.22,0.03,5,190,0,70,0,0,0,30,0,0,0,0,40000
650528.2,4765000.76,1019.46,2,0.54,-99,26,89.9,10,20,0,0,0,70,0,0,0,0,55000
651317,4765813.75,618.1,2,1.03,0.05,40,53,100,0,0,0,0,0,0,0,0,0,10000
651699.54,4766633.27,350.51,2,1.84,0.07,29,50,20,70,0,0,0,10,0,0,0,0,30000
651372.67,4765369.08,404.96,2,0.78,0,48,50,0,40,0,0,0,60,0,0,0,0,60000
651290.47,4765310.63,654.14,2,1.57,0.01,32,50,0,70,0,0,0,30,0,0,0,0,40000
651368.45,4765717.04,589.14,2,1.71,0.06,33,50,90,0,0,0,0,10,0,0,0,0,20000
651552.58,4766443.85,409.12,2,1.85,0.31,255,50,0,80,0,0,0,20,0,0,0,0,30000
651325.94,4765739.58,973.33,2,0.99,0.02,12,50,20,40,0,0,0,40,0,0,0,0,30000
651827.52,4766211.34,462.79,2,0.86,0.02,23,50,60,40,0,0,0,0,0,0,0,0,20000
651582.07,4766688.29,195.75,3,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0
651130.1,4765822.51,181.59,3,0.63,0.31,30,50,0,60,0,0,0,40,0,0,0,0,30000
651616.08,4765956.73,467.97,3,0.78,0.01,68,50,0,40,0,0,0,60,0,0,0,0,30000
650688.45,4764884.39,1061.58,3,0.15,0.02,16.76,15.11,0,20,0,0,0,80,0,0,0,0,80000
651818.26,4766441.76,284.76,3,0.68,0.05,70,120,0,40,0,0,0,60,0,0,0,0,30000
650993.13,4765714.35,-96.65,3,0.22,0.09,31.4,23.8,0,10,0,0,0,90,0,0,0,0,25000
651645.37,4766664.25,93.02,3,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0
650333.25,4764889.75,982.32,3,0.07,0.03,13.35,29.7,0,35,0,0,0,65,0,0,0,0,25000
651583.66,4766179.31,629.25,3,1.47,0.03,32,50,0,50,0,0,0,50,0,0,0,0,60000
651594.32,4765984.25,398.31,3,0.8,0.26,105,250,0,70,0,0,0,30,0,0,0,0,30000
650921.08,4765055.88,747.1,3,0.09,0.01,5,-99,0,0,0,0,0,100,0,0,0,0,50000
651344.75,4766176.17,607.95,3,1.15,0.08,54,50,0,60,0,0,0,40,0,0,0,0,30000
651805.68,4766238.31,392.94,3,1.02,0.08,71,200,20,20,0,0,0,60,0,0,0,0,40000
651548.05,4766594.63,324.45,3,0.52,0.1,65,50,0,60,0,0,0,40,0,0,0,0,20000
650398.21,4765098.29,905.47,3,0.08,0.1,8.4,64.2,0,15,0,0,0,85,0,0,0,0,20000
650633.59,4765471.65,263.32,3,0.37,0.05,146,264,0,14,0,0,0,85,0,1,0,0,50000
651284.18,4764794.42,1088.8,3,0.08,0.02,4.52,15.56,0,20,0,0,0,80,0,0,0,0,30000
650192.33,4765049.99,1049.19,3,0.63,0.24,15.8,22.8,0,35,0,0,0,65,0,0,0,0,25000
651847.16,4766177.69,337.2,3,1.11,0.96,140,1210,0,40,0,0,0,60,0,0,0,0,40000
651462.97,4766044.94,506.72,3,0.77,0.07,140,50,0,50,0,0,0,50,0,0,0,0,30000
651372.63,4765886.17,275.29,3,0.56,0.08,20,50,0,50,0,0,0,50,0,0,0,0,30000
650392.32,4765003.77,871.13,3,0.08,0.01,5.78,5.9,0,50,0,0,0,50,0,0,0,0,5000
650231.25,4765030.91,1098.23,3,0.7,0.28,18.1,38.2,0,0,0,0,0,100,0,0,0,0,20000
651877.13,4766343.16,218.14,3,1.12,0.32,21,230,0,80,0,0,0,20,0,0,0,0,30000
651587.74,4766088.09,406.15,3,0.44,0.19,48,50,0,30,0,0,0,70,0,0,0,0,40000
650123.54,4764996.1,970.32,3,0.09,0.09,4.24,51,0,30,0,0,0,70,0,0,0,0,20000
651189.27,4765930.37,447.82,3,0.43,0.11,33,50,0,20,0,0,0,80,0,0,0,0,30000
651027.64,4765690.97,595.68,3,0.2,0.02,12,50,0,40,0,0,0,60,0,0,0,0,20000
651477.05,4766637.82,235.19,3,0.31,0.07,32,50,0,40,0,0,0,60,0,0,0,0,40000
650409.12,4765003.63,969.71,3,0.55,0.35,8.9,55.8,0,40,0,0,0,60,0,0,0,0,30000
651539.43,4766152.79,234.19,3,1.26,0.35,43,50,0,100,0,0,0,0,0,0,0,0,30000
651224.67,4766024.09,716.54,3,0.53,0.11,195,50,0,30,0,0,0,70,0,0,0,0,30000
650335.43,4764873.14,1020.83,3,0.16,0.02,8.34,27.4,0,25,0,0,0,75,0,0,0,0,20000
651513.87,4766194.82,135.81,3,1.21,0.16,39,50,0,60,0,0,0,40,0,0,0,0,30000
651610.78,4766033.7,348.48,3,0.43,26.8,53,190,0,40,0,0,0,60,0,0,0,0,40000
650534.96,4765000.46,1105.19,3,0.11,0.02,-99,-99,0,10,0,0,0,90,0,0,0,0,30000
650621.92,4765000.49,884.6,3,0.28,0.09,9.04,39.4,0,10,0,0,0,90,0,0,0,0,40000
650318.29,4765099.35,1061.28,3,0.53,0.23,11.55,8.6,0,40,0,0,0,60,0,0,0,0,25000
650480.95,4764953.9,1029.73,3,0.29,0.11,45.6,5.78,0,20,0,0,0,80,0,0,0,0,35000
651359.08,4765982.47,649.24,3,1.07,0.05,69,210,10,70,0,0,0,20,0,0,0,0,50000
651563.17,4766149.11,424.7,3,0.69,0.07,66,140,0,30,0,0,0,70,0,0,0,0,40000
651817.84,4766442.4,252.77,3,0.94,0.11,120,130,20,60,0,0,0,20,0,0,0,0,30000
651408.53,4766166.6,376.64,3,0.05,0.05,23,50,0,0,0,0,0,0,0,0,0,0,0
650487.51,4765032.91,951.77,3,0.4,0.17,10.03,10.05,0,15,0,0,0,85,0,0,0,0,70000
651472.29,4766799.93,95.45,3,-99,-99,-99,-99,55,35,0,0,0,10,0,0,0,0,100000
651006.22,4765710.58,691.37,3,0.72,0.09,18,50,0,70,0,0,0,30,0,0,0,0,30000
651070.55,4765647.24,380.24,3,0.9,0.25,76,170,0,80,0,0,0,20,0,0,0,0,30000
651137.59,4765644.12,581.49,3,0.45,0.05,84,50,0,40,0,0,0,60,0,0,0,0,20000
651637.21,4766125.84,465.97,3,0.69,0.15,65,280,0,50,0,0,0,50,0,0,0,0,20000
651722.43,4766579.21,196.7,3,1.51,0.15,105,50,0,80,0,0,0,20,0,0,0,0,40000
651468.21,4766515.53,257.17,3,0.09,0.02,55,50,0,60,0,0,0,40,0,0,0,0,30000
651819.83,4766206.83,274.92,3,0.88,0.24,77,120,0,40,0,0,0,60,0,0,0,0,40000
650272.17,4765049.51,998.3,3,0.42,0.23,59.7,141,0,25,0,0,0,75,0,0,0,0,40000
650280.63,4764998.04,1008.2,3,0.11,0.08,14.8,41.9,0,10,0,0,0,90,0,0,0,0,20000
650137.62,4765050.24,903.1,3,0.18,0.24,9.85,19.3,0,15,0,0,0,85,0,0,0,0,20000
651866.23,4766853.18,75.26,3,1.04,0.06,30,310,0,10,0,0,0,90,0,0,0,0,60000
651329.86,4766690.52,-4.41,3,-99,-99,-99,-99,10,35,0,0,0,50,0,5,0,0,29400
650967.59,4765912.76,422.21,3,0.64,0.05,35,50,0,60,0,0,0,40,0,0,0,0,40000
651401.31,4766111.22,715.77,3,1.47,0.03,36,170,0,80,0,0,0,20,0,0,0,0,40000
650676.82,4764898.08,949.05,3,0.12,0.04,13.54,11.12,0,20,0,0,0,80,0,0,0,0,70000
651449.31,4765951.19,589.01,3,1.59,0.09,42,50,60,40,0,0,0,0,0,0,0,0,50000
651607.63,4766065.57,473.77,3,0.88,0.7,190,890,0,40,0,0,0,60,0,0,0,0,50000
650059.35,4764897.99,1006.01,3,0.21,0.17,13.13,21.55,0,0,0,0,0,100,0,0,0,0,10000
651349.15,4766790.74,140.5,3,0.73,0.09,110,50,0,70,0,0,0,30,0,0,0,0,30000
651558.96,4765741.4,376.02,3,0.99,0.05,56,50,0,100,0,0,0,0,0,0,0,0,50000
650941.59,4766179.38,-88.79,3,0.6,0.17,15.75,8.7,0,40,0,0,0,60,0,0,0,0,20000
651665.41,4766585.63,292.95,3,0.96,0.06,73,50,0,50,0,0,0,50,0,0,0,0,70000
650653.59,4765748.38,707.61,3,0.29,0.04,98.5,15.5,0,35,0,0,0,62,0,3,0,0,20000
